	Text
6827	حدود 2 ماه پيش پسر داييم ميخواست اولين گوشي هوشمندشو بخره و تمايل زيادي به خريدن برند سامسونگ داشت.
899	به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود،  مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.
1391	فقط در مورد نورسنجی می توانید انتخاب هایی چون میانگین گیری،  نقطه ای یا دیگر آپشن ها را داشته باشید.
4085	من که ترجيح ميدم S3 يا note 2 بگيرم
7148	البته دسته‌ي بازي طراحي شده در اين کنسول از لحاظ طراحي شباهت فراواني به دسته‌ي بازي نوع S کنسول XBOX دارد.
2455	در نهایت،  با پشتیبانی این نسخه از Nexus 7 از سیم کارت،  امکان اتصال به اینترنت از طریق 3G نیز امکان پذیر خواهد بود.
2302	بر خلاف سامسونگ و یا HTC،  سونی تغییرات ظاهری خاصی بر روی رابط کاربری اندروید 3 ایجاد نکرده است و شما تقریبا با محیط استاندارد اندروید هانی کامب کار میکنید.
1656	فیلم های گرفته شده با این تبلت جزئیات قابل قبولی را نشان داده و از کیفیت صوتی بسیار مناسبی برخوردارند.
3468	يکي از مهمترين و اصلي ترين گزينه هاي يک عکس در هنگام کروپ آن ،  عدم مشاهده اوجاج و حاشيه و پراکندگي رنگ اضافه در سوژه ميباشد و تمام برندهاي دوربين عکاسي با ساختن لنزهاي بسيار حساس و دقيق سعي در از بين بردن اين مورد ميباشند و نيکون در اين خصوص نسبت به سايرين موفق‌تر بوده .
4778	تنها اشکالي که فعلا وجود داره اسپيکرهاي ضعيف اين گوشي هست که چنگي به دل نميزنه.
3501	خاصيت ضد ضربه بودن آن باعث دريافت شوک و خنثي کردن آثار ناشي از آن است.
5345	"خيلي گوشي خوبيه 
دوستام داشتن ازش راضي بودن
فقط با اين که I9100G هم بود بازم داغ مي‌کرد که با يه بک کاور انداختن مشکل حل ميشه
کيفيت صفحه ."
6240	سلام .
3608	"من اين دوربين رو يه هفته اي هست که از سايت ديجي کالا خريدم و ضمن رضايت کامل از ديجي کالا و نحوه دريافت کالا،  اندر مزاياي اين دوربين بگم که:
کيفيت عکسبرداريش خيلي خوبه و خودم به شخصه انتظار چنين کيفيت بالايي رو با توجه به قيمتش نداشتم."
6201	HTC اين کار رو چند بار ديگه هم انجام داده و اين سياست اين شرکت شايد از نظر بازاريابها خوب باشه ولي خيلي ها رو هم ناراحت ميکنه.
5268	"حالا هم که در خدمتتون هستم واقعا از گوشي راضي‌ام ، اگر بخوام مقايسه کنم سرعت تاچ ويز و کاربردي‌تر بودنش خيلي بهتر از سادگي سوني هست همه چيز هم جلوي دست آدمه
گوشي من سري G نيست و ساخت چين ."
5489	"توي نگاه اول شايد قيمت بازي هاي اصل کمي گرون باشه اما اين گروني بي علت نيست و به کيفيت و دوام کالا بستگي داره
و اينکه ارزوني کپي خوري دستگاه همراه با ضرري که در آينده به شما ميرسه خيلي گرونه
لطفا به اين مساله فکر کنيد بعد اقدام کنيد."
4619	اما اين مشکلش خيلي بده.
1252	پشت این لنز،  سنسور تصویر 14 مگاپیکسلی CCD قرار گرفته است که هرچند از انواع پیشرفته تر CMOS نیست ولی رزولوشن مناسبی را ارائه می دهد تا بتوانید در شرایط نوری بهتر عکس های خوبی بگیرید.
5767	اين لپ تاپ بسيار خوب رو امروز تست کردم نسبت به مدل قبلي يعني ۴۵۳۰ کاملا برتري داره و اگه قصد خريد ۴۵۳۰ داريد به شما پيشنهاد مي کنم حتما اين مدل رو بگيريد !
5737	دوستان اين مدل علاوه بر زيبايي منحصر بفرد و مات بودن صفحش که خيلي مناسب براي کار زير نور آفتابه ،  واقعا قدرت بالايي تو پردازش نرم افزارهاي مهندسي داره ،  واسه گيم هم که عاليه فقط توصيم اينه که براي مواقعي که ميخواين گيم بازي کنين حتما از يه کول پد مناسب استفاده کنين ؛ اگه ميخوايد عمر لپ تاپتون هم زياد باشه بيشتر از 2 ساعت مداوم از گرافيکش کار نکشيد .
878	بسیار ساده‌لوحانه است اگر بخواهیم این کار اپل را یک کار کوچک فرض کنیم،  چرا که در حالی که برای کم کردن ضخامت،  کمپانی‌ها با مشکلات متعددی مواجه هستند،  کمپانی اپل به یکباره نزدیک به دو میلی‌متر گوشی خود را باریک‌تر نموده ،  در حالی که تمام قابلیت‌های آن نیز نسبت به مدل پیشین ارتقا یافته است.
3065	کیفیت ساخت این دوربین یکی از بهترین هاست.
1887	به علاوه،  این ویدئو پلیر تقریبا از تمام فرمت‌های ویدئویی موجود پشتیبانی می‌کند.
1891	لازم به ذکر است که همانند دیگر گوشی‌های مبتنی بر اندروید 4،  گلکسی اس3 نیز از زبان فارسی بطور کامل پشتیبانی می‌کند.
7369	10: من رايتل و خط ثابت همراه اول استفاده ميکنم و مشکل و مساله مهم اينجاست  .
1026	این در حالیست که Beats Audio در مدل‌های قبلی به موزیک پلیر استاندارد گوشی محدود بود!
1550	شاید بهتر بود که ال‌جی بر روی این گوشی از نسخه 4 سیستم عامل اندروید استفاده می‌نمود.
3363	به نظر من يه پردازنده ي دو هسته اي با دوربين 12 و يک صفحه ي مناسب 4.55  اينچي خيلي خيلي با اين قيمتي که الان تو بازار داريم مناسبه !
7081	"البته باز مشکل ريجن فري نبودن باقي است
از مزيت هاي اين روش نسبت به مود چيپ اين است که بر خلاف مود چيپ هيچ گونه قطعه اضافي اي برروي سخت افزار کنسول نصب نخواهد شد و در آينده نيز به راحتي مي توان با جايگزين کردن ميان‌افزار اصلي،  کنسول را به حالت اوليه باز گرداند."
3455	و گوشيهايي با باتري ضعيفتر از اين هم خيلي موفق بودن.
62	حتی اگر رزولوشن را به 1200 برسانید هم سرعت به 12 صفحه در دقیقه کاهش می‌یابد که باز هم سرعت خوبیست.
7	طراحی سری 4540s همانند اکثر لپ‌تاپ‌های کمپانی HP،  بسیار ساده و در عین حال شکیل است.
6069	چون تو آمريکا ممنوعه دوم اينکه نرم افزار بخواي نصب کني بايد قفلش رو بشکنيد (جيلبريک بشه).
4936	دوست عزيز اين دوربين با امکاناتي که دارد صرفا براي فيلمبرداري ساخته شده است .
4131	اميدوارم قيمت مناسبي داشته باشه.
384	نمی دانیم این دو مگاپیکسل بیشتر چقدر به کار می آید.
4946	ولي واقعا از ps3 خيلي جلو زده.
6479	صفحه نمايش 7 اينچي اون ممکنه براي بعضي ها کوچک باشه ولي اکثرا اين اندازه صفحه نمايش رو مناسب ترين اندازه ارزيابي کرده اند.
2884	از نظر قدرت سخت افزاری این گوشی یک گوشی سطح متوسط محسوب می‌گردد که از پس همه کارهای روزمره کاربرانش بر خواهد آمد،  به شرط اینکه اجرای بازی‌های سنگین گرافیکی را جزو برنامه های روزمره خود محسوب ننمایید.
5909	اما متأسفانه با همون رزولوشن 800*480 که چون بزرگتر شده تراکم پيکسلي متوسط 217ppi رو ايجاد ميکنه،  که البته اين تنزل با چشم قابل درک نيست!
1446	فقط فوجیتسو قالب آن‌را منطبق بر طراحی بدنه تغییر داده است که انصافا تغییر بسیار زیبا و مفیدی بوده است.
1409	به هر ورزشی که قصد دارید بپردازید کافی است که بوسیله ی استقرار مناسب،  دوربین را به بدن یا وسیله ی خود متصل کنید و سپس فیلم برداری را شروع کنید تا تصاویر با کیفیت بسیار عالی Full HD بر روی کارت حافظه ی دوربین ثبت شوند و سپس بتوانید یا برای لذت بردن و یا بررسی علمی،  عملیات ورزشی خود را مشاهده کنید.
1840	ولی باید توجه داشت که برای فکس،  ما نیازی به رزولوشن بالاتر از این نداریم.
7309	(البته به نوع پرينت هم خيلي بستگي داره) من الان 1 سال و نيم هستش که از اين دستگاه در کافي نت دارم استفاده مي کنم و بطور معمول هم حداقل روزي 70 برگ پرينت مي گيرم تا به امروز مشکل خاصي بر نخوردم.
688	نکته بسیار مهمی که باید در نظر داشت این است که اگر برنامه ای برای چنین دقت بالایی طراحی نشده باشد،  ظاهر خیلی خوبی بر روی صفحه نمایش نخواهد داشت.
1190	این دوربین مجهز به نمایشگر 2.7 اینچی با رزولوشن 230,000 پیکسل می‌باشد که هم سایز و هم رزولوشن کاملا استاندارد و خوب هستند.
1185	اما همانطور که گفتیم،  تفاوت اصلی دوربین W630 با W670 در لنز بسیار عالی W630 است.
7103	چنان‌چه کنسول آکبند خريداري شود،  تشخيص اين‌که درايو کنسول کدام مدل است وجود ندارد چرا که تا درايو کنسول eject نشود نمي‌توان مدل را آن‌را فهميد و هيچ کدام از مغازه دارها نيز کنسول آکبند را براي مشتري باز نمي‌کنند مگر آنکه ۱۰۰?
1170	در مجموع می‌توان گفت که کیفیت صفحه نمایش این گوشی فوق‌العاده است و به راحتی می‌تواند با گوشی‌های رده بالای بازار مانند HTC One X و Samsung Galaxy S III رقابت کند.
7069	هم‌چنين،  ريجن‌هاي J/Asia و J از لحاظ اجراي بازي‌هاي ريجن‌فري با هم متفاوت هستند.
4063	سلام به دوستان، من ٩سال Qteck و htc داشتم و تا قبل إز اين گوشي منتقد جدي اپل بودم اما از عيد امسال که اين گوشي رو گرفتم واقعاً به اشتباهاتم پي بردم.
4322	من امروز اين تبلت رو سفارش دادم و احتمالا تا 2 روز ديگه به دستم مي رسه.
583	در سمت راست نیز کلید کنترل صدا وجود دارد.
6164	-----------------------------------------------------------------------1.طراحي:چي بگم ؟
6723	که من حدود 50 تا نصب کردم .
3981	اين گوشي را خواهيم خريد .
1947	• جمع بندی Acer Aspire E1-531 با توجه به قیمتی که دارد،  یک لپ‌تاپ بسیار خوب و یک خرید مقرون به صرفه محسوب می‌شود.
5973	واقعا HD710 بايد يکي از برترين هاي سال دونست که ميتونه تقريبا همه رقيباشو بزنه کنار.
7102	۳٫ فقط در شرايطي که شما کنسول از قبل کپي‌خور شده تهيه نماييد (به دليل اين‌که کنسول قبلا جهت کپي‌خور شدن باز شده است) قادر خواهيد بود نوع درايو مورد نظر را انتخاب نماييد.
6461	کيفيت ساخت خوب Asus با همکاري Google2.
4789	درکل گوشي خوبيه پيشنهاد ميکنم از دست ندينش.
6957	در ضمن قيمت بازي هاي اون هم به دليل کپي خور شدن دستگاه بسيار مناسب است (حدودا 3000 تومان) .
4643	ممنونم.
6788	برخي از افراد ترجيح ميدن يک گوشي با امکانات روز در ابعاد کوچک در عين حال زيبا براي استفاده روز مره داشته باشند به نظر من اکسپريا ري به دلايل زير يک پيشنهاد ايده آل ميتونه باشه:1- قابليت ارتقا به جديد ترين ورژن از اندرويد 42- صفحه نمايش بسيار با کيفيت با نمايش 300 پيکسل در يک اينچ که با ديد انسان برابري مي کند ( لازم به بيان هست که چشم ما 325 پيکسل در اينچ هست و اين يعني تکنولوژي سوني)3- کيفيت دوربين 8 مگاپيکسل با سنسور exmor r cmos که در دوربين هاي حرفه اي مورد استفاده قرار ميگيره قابليت تصوير برداري سه بعدي و نمايش آن و همچنين تصوير برداري پانوراما با همراهي فلش قوي led که پيشنهاد ميشه در هنگام فلش زدن به دليل قدرت بالا بهش نگاه نکنين که کوري زماني مياره4- دوربين دوم با کيفيت 2 مگاپيکسل براي مکالمه تصويري5- کيفيت فيلم برداري hd6- بدنه باريک و زيبا با ضخامت 9.4 mm و وزن 100g7- بالا ترين رزولوشن 845*480 به همراه موتور براويا سوني8- پردازنده قوي9- صفحه نمايش مولتي تاچ و کنترل لمسي حساس و حسگر شتاب سنج و مجاورت سنج، 10- صفحه نمايش ۳٫۳ اينچ لمسي با وضوح بسيار بالا و تفکيک ۱۶ ميليون رنگ11- مسير ياب جي پي اس،  ثبت موقعيت جغرافيايي به همراه تصوير، 12- ۳۰۰ مگابايت حافظه داخلي13- شبکه بيسيم،  راديوي اف ام استريو،  بلوتوث استريو14- پشتيباني از گيم هاي hd و سنگين15- صفحه ضدخش،  نسل ۳٫۵،  پردازنده يک گيگاهرتز،  قابليت افزايش کارت حافظه16- پخش موسيقي MP4 (AAC), MP3, M4A, 3GPP, AMR, AMR-WB, WAV, RealAudio, iMelody, XMF, WMA 917- پخش فيلم MP4, 3GPP (H.263, H.
6084	ايفون فايو يک سوپر اسمارتفون فوق العاده است تاچ بي نظير صفحه نمايش عالي باتري مناسب سيستم عامل بسيار عالي امکانات فراوان که به زندگي معنايي ديگه مي بخشه از همه مهم تر اعتبارش اما قبول کنيد که حداقل نيمي از کاربرد هاش تو ايران بي فايده است به علاوه الآن تو ايران اندرويد خيلي پيشرفت کرده و جايگزين جاوا شده حالا انتخاب با خودتان است اما به نظر شخصي من اس3 يا نوت 2 براي ما ايراني ها بهتر است يا هر گوشي ديگري *يا نهايت احترام به اپلي ها*سپاس
281	تغییر اصلی ایجاد شده در صفحه‌ی قفل گوشی (Lockscreen) می‌باشد.
431	گروهی از آنها نیاز به اتصال به کامپیوتر برای کارکرد دارند ولی برخی دیگر این نیاز را ندارند و با داشتن کارت حافظه می توانند اسکن های تهیه شده را بر روی این کارت ها ذخیره کنند و در مواقع مورد نیاز استفاده کنند.
3436	گوشي خوبي به نظر ميرسه .
1630	سامسونگ در صفحه نمایش این تبلت از پنل Super PLS LCD استفاده کرده است که رنگ های بسیار زنده و طبیعی را تولید کرده و زاویه دید فوق العاده بالایی دارد.
7287	از طرفي،  وجود نشانگر دکمه‌هاي Back،  Home و Menu در پايين نقطه‌هاي قابل لمس باعث مي‌شود تا در ساعات اوليه استفاده از گوشي،  به اشتباه،  قصد فشار دادن آن‌ها را داشته باشيد!
6275	اين رو بدونين که اپل اول براي سيستم نظامي به کار ميرفته و بعدا براي استفاده عموم ازاد شده.
3932	پس قرار نيست کم بياورد.
5389	و جالب اينکه با تلاش چند ماهه نمايندگي و تعميرکاراي موبايل هنوز که هنوزه آنتنش برنگشته.
691	اپل همان‌طور که پیش‌تر در کنفرانس WWDC امسال گفته بود،  لایه شیشه ای که بر روی تمام صفحات LCD قرار دارد را حذف کرده است.
709	البته نمی‌توان گفت که سیستم خنک کننده کاملا بی صدا است ولی مسلما صدای آزار دهنده ای تولید نمی‌کند.
1617	داک کیبورد نیز،  این تبلت را به یک نت بوک ایده آل تبدیل می‌کند.
1951	نقد و بررسی این محصول به واقع کار ساده ای نیست.
4520	ولي به نظر من دوره ي گوشيهاي نصفه و نيمه و پر از ايراد ميان قيمت نوکيا ديگه به سر اومده.
736	برای مثال،  A810 و A1300 مدل هایی هستند که انرژی آن‌ها از باتری های قلمی سایز AA تامین می‌شود.
3103	کمینه‌ی نسبت کانونی آن نیز f/1.8 می‌باشد.
239	با استفاده از Wi-Fi می‌توانید به راحتی عکس‌ها و فیلم‌هایی که گرفته‌اید را به لپ تاپ،  گوشی،  تبلت و یا حتی دوربین دیگری که این قابلیت را دارد به صورت بی‌سیم منتقل کنید.
5369	سلام.
4036	4- اندازه صفحه نمايش 4.7 براي مرور صفحات اينترنتي و کتاب کار را مشکل و خسته کننده مي کند .
5750	و اينکه فراموش کردن براي نمايش خاموش يا روشن بودن نامبرلاک چراغ قرار بدن و  فقط  براي کپس لاک اين چراغ تعبيه شده و بدتر از همه اينکه قرار داشتن هارد در سمت چپ ترکپد که باعث داغ شدن بيش از حد تاچ پد ميشه منو نسبت به اين محصول از سري بيزنس مايوس کرد،  پس حتما قبل از خريد آنلاين سعي کنيد حد المقدور درست بررسيش کنيد تا بعد پشيمون نشيد 
2657	حساسیت لمسی خود نمایشگر هم کاملاً عالیست.
4458	من ميخواستم I9300 S3 بخرم ولي وقتي اينو ديدم گفتم ارزش يکم صبر کردنو داره.
2211	در کل می‌توان این‌گونه استنباط نمود که این صفحه نمایش برای این مدل با این قیمت چیزی بیشتر از حد انتظار محسوب می‌شود.
6502	زيباترين و خوش‌دست ترين و چابک‌ترين و جذاب ترين و ..
6653	صفحه نمايش خوب با دقت پيکسلي فوق العاده بالايي دارد (حدودا300پيکسل در هر اينچ)!
4379	و خسته نباشيد .
3392	"دوستان عزيز من اين دوربين رو خريدم و چندتا نکته رو بايد بگم : 
اين دوربين به 3 نام در جهان به فروش ميره ."
4590	واقعا دوربين عالي هست .
1390	اصولا همه ی پارامترها از جمله نوردهی،  فوکوس،  تراز سفیدی و غیره به صورت خودکار انجام می شود.
2356	تاکنون نقدی برای اين محصول درج نشده است.
4808	يک پک خوب و ارزان قيمت.
2949	در Galaxy S II و اینک Galaxy S II Plus برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.
4158	ولي پس از تجربه استفاده کاملا از حالت اتوماتش راضيم.
5082	"در نوع خودش تبلت خوبيه
"
6783	من اين گوشي رو خريدم و واقعاً ازش راضي ام با اينکه باتريش يک کم ضعيف هست ولي نسبت به قيمتش مي ارزه .
556	همچنان که با آن به راحتی می‌توانید به عکاسی زیر آب نیز بپردازید.
1036	از قابلیت‌های جدیدی که HTC به دوربین One X اضافه کرده است این است که شما می‌توانید در حین فیلم‌برداری عکس‌برداری کرده و یا حتی از فیلم‌های گرفته شده عکس‌برداری کنید.
6238	اميدوارم استفاده کرده باشين.
4867	فقط خواستم کمک باشه براي کسايي که مي خوان اين محصول رو خريداري کنند و بدونن همچين مشکلي ممکنه پيش بياد.
4061	به عنوان يک مصرف کننده پيشنهاد حتما استفاده کنيد.
2409	هماهنگ بودن مشخصات ذکر شده یکی از عوامل مهم به شمار می‌آید.
3619	کيفيت عکسش هم خيلي خوب هست و بايد بگم تقريبا با SX200 تفاوتي نداره..
1688	""" و هنگامی که با این لپ‌تاپ کار می‌کنید،  به راحتی این موضوع را متوجه خواهید شد."
329	علاوه بر دوربین،  بلندگوی گوشی و لوگوی Beats Audio نیز در این قسمت قابل مشاهده هستند.
1247	بدین ترتیب که با توانایی زوم 24 برابر این لنز در رده ی پایین تر سوپرزوم ها قرار می گیرد.
6947	دانلود موسيقي .
5972	اين قضيه کابل هم که دورش جم ميشه خيلي عاليه و خيلي کاربردي توي حمل و نقل هارد.
5366	واقعا تو خريد اين گوشي شک نداشته باشين دوستان.
5376	بعد از آپديت مشکل داغ شدن به نظرم بيش از 70 درصد حل شده است.
7280	در مورد پخش فيلم نيز خوب عمل مي کنه.
3901	اپل نتونست گوشي رو دست تراکم پيکسلي گوشي Sony s که 364ppi هست رو بياره حتي LG optimus g هم با تراکم 320 نتونست.
2179	این دوربین مجهز به GPS داخلی نیز می‌باشد.
3912	البته اين يه مزيت نيست که داره با رزولوشن پايين رکورد ميزنه بلکه يه ضعف.
6544	تا الان بيش از 5000 هزار عکس باهاش گرفتم واقعا خيلي ازش راضيم و خيلي دوستش دارم اگه قرار باشه عوضش کنم با a77 عوضش مي کنم با تشکر از ديجي کالا که تو انتخاب خيلي کمک ميکنه 
6831	"گوشي واقعا زيبا و باريک و سبکي هستش و با اينکه صفحه نمايشش "" 3.3 هست ولي بخاطر اينکه کشيده و باريک ساخته شده در ظاهر صفحه نمايشي بزرگتر نشون ميده."
2694	حتی می‌توانید مقصد را هم مشخص کنید و از برنامه بخواهید که مسیر را به شما نشان دهد!
3457	در نگاه اول پايين بودن مقدار حافظه رم و فقدان دوربين دوم براي مکالمات ويدئويي به چشم ميخوره.
3725	همه چيزش عاليه.
825	بدین ترتیب که میزان فشاری که شما با قلم بر روی صفحه نمایش ایجاد می‌نمایید کاملا توسط دستگاه درک می‌شود و در موارد مختلف مزیت‌های بسیاری را برایتان ایجاد می‌نماید.
3314	موفق باشين
2881	همچنین پردازشگر گرافیکی این دستگاه نیز از نوع VideoCore IV می‌باشد.
5020	کي راست ميگه؟
1167	دقت این صفحه نیز HD یعنی 720x1280 می‌باشد که تراکم پیکسلی بسیار بالای 312ppi را ارائه می‌دهد.
4937	دوست گرامي همه‌ي فلاش‌ها اگر مستقيم زده‌شوند سايه دارند
6895	کيفيت تصوير براي اين کلاس خوب است و در محيط هاي کم نور دوربين خوب عمل مي کند.
1087	پس حتی اگر کلاه ورزشی خاصی هم به سر نداشتید می توانید دوربین را به این سربند کشی و سپس به سر خود وصل کنید تا دوربین بر روی پیشانی شما قرار بگیرد.
7083	سوال: منظور از ميان‌افزار (Firmware) و آپديت آن چيست؟
4222	"اما در مورد باتري با اين که باتري قلمي ميخوره ولي مدت زمان عکس برداري بالايي داره 
و با اين که براي تست از باتري معمولي (آلکا) استفاده کردم مدت خيلي طولاني جواب داد 
و اين مساله نشان گر اين است که اگر به جاي اين باتري ها از باتري شارژي (براي مثال نيکل 2300) استفاده کنيم خيلي طولاني تر هم ميتونيم باهاش عکاسي کنيم 
در مورد دکمه ها : دکمه هاي خيلي رواني داره 
مخصوصا دکمه روشن خاموشش که من در مورد اون نگران بودم 
ولي يک جاي نگراني هم داره و اون هم در مورد دکمه مربوط به زوم هست : چون زوم دستي نداره اگر خيلي از اين دکمه استفاده بشه و اگر قرار باشه کودکي اون رو استفاده کنه ممکنه زود خراب بشه 
"
6552	البته درب پشت گوشي که محل قرارگيري باتري و سيم کارت است از جنس آلومينيوم مقاوم است که خود اون هم احساس خوبي هنگام در دست گرفتن گوشي دارد.
5112	ولي با اين حال اگر دوباره بخوام گوشي بخرم بين اس3 و فبلت بازم همين را انتخاب ميکنم.
5851	حدود يک ماهي ميشه خريدمش  و ميتونم مزيت ها و عيب هاش رو بر اساس سليقه خودم بگم.
291	محیط سیستم عامل کاملا روان است و کاربران کوچک‌ترین کاهش سرعتی هنگام کار کردن و سوئیچ کردن بین برنامه های مختلف مشاهده نخواهند کرد.
4218	من فارق التحصيل گرافيکم امروز بعد از سالهاي سال حس عکاسي بهم دست داد فوق العاده ست هم کيفيتش هم شکلش هم قيمتش پرفکت نامبروان ديجي کالا متشکريم.
1002	البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست،  چرا که تغییر و تحول زیادی نداشته است،  اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.
1662	شاید تنها نقطه ضعف این تبلت،  کیفیت عکاسی ضعیف آن باشد ولی باید این موضوع را هم در نظر بگیرید که در کل دوربین های عکاسی بر روی تبلت ها،  کاربرد فراوانی ندارند.
5320	مثلا دايرکت کال يا همون چيزي که گوش رو نزديک گوشي ميبريد با شماره طرف تماس ميگيره ..
1847	علاوه بر این،  شارژ این کارتریج‌ها تا حدودی سخت است و مانند کارتریج‌های مخزنی ساده نیست.
6133	نکته ي مهمي که بايد در انتخاب يک گوشي در نظر داشت خوش دست بودن و اندازه ي مناسب آن است.
5481	حرف نداره ولي به نظر من PS3 کيفيت تصويرش يه کم بهتره
4119	همين که ايسوس خودش خيليه.
1151	PadFone 2 در سه مدل 16،  32 و 64 گیگابایتی وجود دارد ولی متاسفانه این گوشی از کارت‌های حافظه microSD پشتیبانی نمی‌کند.
487	به روز رسانی: در تست هایی که انجام دادیم،  کیفیت عکس های گرفته شده توسط این دوربین با توجه به سنسور تصویر نسبتا کوچکی که دارد واقعا عالیست.
5724	راجع به سخت افزارش بگم گرافيکش عاليه حتي واسه کاراي سنگين.
6891	اگرچه به اندازه ي دوربين هاي Canon و Panasonic سريع نيست ولي دقت بيشتري دارد.
3336	نظر خودم اينه که به مارک سوني اعتقاد کامل دارم و محصولاتش و با اطمينان مي خرم حتي اگه گارانتي نباشه که در مورد اين گوسي هم منو راضي کرده.
6605	پشت اين محصول زيبا از جنس آلومينيوم هاي رنگي بسيار با کيفيته.
4080	عاليه فقط همين
754	از همان سنسورهای کوچکی که در اغلب دوربین های کامپکت استفاده می‌شود.
5596	وداراي اندرويد 4.1 است وداراي gpu mail400 است ولي مقدار کارکرد ان نسبت به مدل قبلي ضعيف تر شده است .
6953	تنها چيزي که مي تونم بگم اينکه اين کنسول فوق العاده است .
6913	ارتباط مولتي مديا عالي با ويندوز مديا سنتر و ويندوز ۷ .
3842	هنوز بلوتوث براش نيومده برنامه هاي مدل قبلي را بايد نصب کنيد.
1480	این در حالیست که توانایی زوم 5 برابر می‌تواند برای گرفتن عکس‌های پرتره هم مناسب باشد.
1035	همچنین دوربین این گوشی توانایی فیلم‌برداری Full HD 1080p را دارد.
6353	تبلت هاي Acer Iconia Tab A700Huawei MediaPad 10 FHDSamsung Galaxy Note 10.1Sony Xperia Tabletو .
3000	در قسمت زیرین تبلت درگاه اتصال کابل جهت انتقال اطلاعات و شارژ و دو شکاف که برای اتصال داک است تعبیه گشته‌اند.
5978	استاندارد نظامي IPX7 و IEC529 طبق نظر سازندش داره که چند بارم امتحانش کردم جواب ميده هميشه گفت تنها ايراداش نداشتن انعطاف کافي کابلشه که به سوکت هارد فشار مياره که اميدوارم از شرايط گارانتيش باشه و يکي ديگشم اينکه سوکت سمت هارد که نميدونم چه استانداردي هست اگه mini usb بود شايد بهتر بود البته سازندش بايد ديد علتش از اين کار چي بوده
3815	"ميخوام بگم تو خريدش اصلا شک نکنيد 
 گوشي فوق العاده ايه از هرنظر !"
6982	البته دسته‌ي بازي طراحي شده در اين کنسول از لحاظ طراحي شباهت فراواني به دسته‌ي بازي نوع Sکنسول XBOX دارد.
1628	این صفحه نمایش از دقت 600x1024 بهره می برد که تراکم پیکسلی 170 را ارائه می دهد.
2635	به علاوه این تبلت به طور پیش فرض از سیستم عامل اندروید 4.0 استفاده می‌کند که بسیار روان‌تر و بهینه تر از نسخه های پیشین است.
6474	يکي از جديدترين تبلت هاي سامسونگ مدل P3100 هست که با توجه به مشخصات و برند و شکل ظاهري،  يکي از بهترينها حساب ميشه.
634	دیافراگم f/2.2 این گوشی باعث می‌گردد که عملکرد این دوربین در شرایط نوری ضعیف بسیار خوب باشد.
5071	) مشکل غير فعال شدن واي فاي در زمان ورود سيمکارت خيلي اذيت مي کنه  چون بايد دوباره به تنظيمات کارخانه برگشت.
4801	نسبت به قيمتش گوشيه خوبيه گوشي اوليم واي 200 بود بعد از اون ميخوام اينو بگيرم
4571	"من اين دوربينو تازه خريدم  
تو اين تايم کمي که دارمش فقط ميتونم بگم 
محشره"
6924	GearsOfWar .
2746	البته HX10v با ابعاد 105X60X34 میلی متر کمی از آن دو کوچکتر و با وزن 234 گرم کمی سبک تر است.
1100	در این آزمایش دوربین و بالون تا ارتفاع 100 هزار پایی اوج گرفتند و در دمای 60 درجه زیر صفر و سرعتی معادل 150 مایل بر ساعت نیز دوربین همچنان به کار خود ادامه داد.
4729	صداي کم اسپيکر و خروجي هدفون !
1529	سخت افزار گوشی True HD یکی از برترین سخت افزار های در بین گوشی‌های 2 هسته ای به شمار می‌رود.
2924	وقتی این گوشی را برای اولین بار در دست می‌گیرید،  انتظار وزنی بیشتر و ساختاری فلزی و مستحکم‌تر را دارید،  و ممکن است در وهله اول کمی شما را مایوس کند.
6700	از نظر ظاهري هم بيشتر سليقه اي هست ولي من نديدم کسي از قيافه اين گوشي بد بگه.
2885	نرم افزار سیستم عامل موجود بر روی این گوشی نسخه 4.1 از سیستم عامل اندروید می‌باشد.
4504	دوربينش 15 فريم بر ثانيه فيلم برداري ميکنه و بدنه ش ضد خش نيست و فلاش نداره.
1046	این دوربین مجهز به لنز 25-600 میلی متری با توانایی زوم 24 میلی متر می باشد که هم حالت واید بسیار عالی را ارائه می کند و هم توانایی زوم آن در سطح بسیار بالا و خوبی قرار می گیرد.
646	این گوشی،  با وجود یک صفحه‌ی نمایش بسیار خوب،  سخت افزار قدرتمند،  سیستم عامل به روز و دوربین با کیفیت،  به خودی خود یک گوشی قابل اطمینان محسوب می‌گردد.
6525	اغراق رنگ نسبت به مدل پيشين به طرز کاملا مشخصي کاهش پيدا کرده است.
4429	از ويندوزفون خوشم مياد و مدتي هم مدل هاي مختلف رو بررسي کردم ولي به نظرم اين مدل با اين قيمت توجيه اقتصادي ندارد.
3041	به علاوه این تبلت می‌تواند با کیفیت Full HD 1080p فیلم‌برداری کند.
1249	کمینه ی فاصله ی کانونی لنز این دوربین 24 میلی متر است که باعث می شود در یک کادر بتوانید میدان دیدی کاملا گسترده را ثبت کنید.
