	Text	Value	Tokens
7101	مواردي مانند اينکه درايو LG / Hitachi ديسک‌هاي کپي را اجرا نمي‌کند يا مشکل دارند کاملا غلط بوده و فقط افرادي به منظور سودجويي اين مطالب را مطرح مي‌سازند.	-1	['مواردي', 'اينکه', 'درايو', 'LG', 'Hitachi', 'ديسک\u200cهاي', 'کپي', 'اجرا', 'نمي\u200cکند', 'يا', 'مشکل', 'غلط', 'افرادي', 'منظور', 'سودجويي', 'اين', 'مطالب', 'مطرح', 'مي\u200cسازند']
7102	۳٫ فقط در شرايطي که شما کنسول از قبل کپي‌خور شده تهيه نماييد (به دليل اين‌که کنسول قبلا جهت کپي‌خور شدن باز شده است) قادر خواهيد بود نوع درايو مورد نظر را انتخاب نماييد.	0	['۳٫', 'شرايطي', 'کنسول', 'کپي\u200cخور', 'تهيه', 'نماييد', 'دليل', 'اين\u200cکه', 'کنسول', 'کپي\u200cخور', 'شده_است', 'قادر', 'خواهيد', 'درايو', 'نظر', 'انتخاب', 'نماييد']
7103	چنان‌چه کنسول آکبند خريداري شود،  تشخيص اين‌که درايو کنسول کدام مدل است وجود ندارد چرا که تا درايو کنسول eject نشود نمي‌توان مدل را آن‌را فهميد و هيچ کدام از مغازه دارها نيز کنسول آکبند را براي مشتري باز نمي‌کنند مگر آنکه ۱۰۰?	0	['چنان\u200cچه', 'کنسول', 'آکبند', 'خريداري', 'تشخيص', 'اين\u200cکه', 'درايو', 'کنسول', 'مدل', 'درايو', 'کنسول', 'eject', 'نشود', 'نمي\u200cتوان', 'مدل', 'آن\u200cرا', 'فهميد', 'هيچ', 'مغازه', 'دارها', 'نيز', 'کنسول', 'آکبند', 'براي', 'مشتري', 'نمي\u200cکنند', '۱۰۰', '?']
7104	قصد خريد آنرا داشته باشد.	0	['قصد', 'خريد', 'داشته_باشد']
7105	۴٫ درايوهاي Samsung در مدل‌هاي جديد که بعد از نيمه دوم سال ۲۰۰۷ توليد شده‌اند وجود ندارد.	-1	['۴٫', 'درايوهاي', 'Samsung', 'مدل\u200cهاي', 'جديد', 'نيمه', 'سال', '۲۰۰۷', 'توليد', 'شده\u200cاند']
7106	۵٫ براي تشخيص اين‌که درايو کنسول شما کدام مدل مي‌باشد کافي ست درايو کنسول را eject کرده و به شکل قاب آن دقت کنيد.	0	['۵٫', 'براي', 'تشخيص', 'اين\u200cکه', 'درايو', 'کنسول', 'مدل', 'مي\u200cباشد', 'کافي', 'ست', 'درايو', 'کنسول', 'eject', 'شکل', 'قاب', 'دقت', 'کنيد']
7107	سوال: آيا XBOX360 قادر به اجراي بازي‌هاي نسخه قبلي XBOX مي‌باشد؟	0	['سوال', 'آيا', 'XBOX', '360', 'قادر', 'اجراي', 'بازي\u200cهاي', 'نسخه', 'قبلي', 'XBOX', 'مي\u200cباشد']
7108	اما نه به طور کامل!	-1	['!']
7109	بازي‌هاي XBOXجهت اجرا بر روي ۳۶۰ احتياج به آپديت و پچ شدن دارند و تنها آن دسته از بازي‌هايي که توسط خود مايکروسافت مشخص شده‌اند قادر به اجرا شدن مي‌باشند.	0	['بازي\u200cهاي', 'XBOXجهت', 'اجرا', 'روي', '۳۶۰', 'احتياج', 'آپديت', 'پچ', 'دسته', 'بازي\u200cهايي', 'مايکروسافت', 'مشخص', 'شده\u200cاند', 'قادر', 'اجرا', 'مي\u200cباشند']
7110	چنان‌چه درايو کنسول شما Samsung باشد و از آخرين ورژن ميان‌افزار درايو استفاده نماييد،  به راحتي مي‌توانيد بازي‌هاي XBOX را برروي يک dvd کپي کرده و آن‌را اجرا نماييد.	1	['چنان\u200cچه', 'درايو', 'کنسول', 'Samsung', 'آخرين', 'ورژن', 'ميان\u200cافزار', 'درايو', 'نماييد', 'راحتي', 'مي\u200cتوانيد', 'بازي\u200cهاي', 'XBOX', 'برروي', 'يک', 'dvd', 'کپي', 'آن\u200cرا', 'اجرا', 'نماييد']
7111	البته،  بازي‌هاي XBOXي که در حال حاضر در بازار وجود دارند بر روي کنسول اجرا نخواهند شد و بايد تغييراتي بر روي آن‌ها ايجاد شود و مجددا رايت شوند.	0	['بازي\u200cهاي', 'XBOXي', 'بازار', 'روي', 'کنسول', 'اجرا', 'نخواهند_شد', 'بايد', 'تغييراتي', 'روي', 'ايجاد', 'رايت']
7112	چنان‌چه درايو شما مدل LG / Hitachi يا Benq باشد و يا اين‌که از ورژن ۵ ميان‌افزار درايو Samsung /Toshiba استفاده نمي‌کنيد براي اجراي بازي‌هاي XBOXبايد آن‌ها را حتما روي DVD9 دو لايه کپي کنيد.	0	['چنان\u200cچه', 'درايو', 'مدل', 'LG', 'Hitachi', 'يا', 'Benq', 'يا', 'اين\u200cکه', 'ورژن', 'ميان\u200cافزار', 'درايو', 'Samsung', '/Toshiba', 'نمي\u200cکنيد', 'براي', 'اجراي', 'بازي\u200cهاي', 'XBOXبايد', 'روي', 'DVD9', 'لايه', 'کپي', 'کنيد']
7113	فراموش نکنيد که بازي هاي XBOX هم داراي قفل منطقه‌اي مي‌باشند و براي اجرا حتما بايد منطقه‌ي بازي مورد نظر با منطقه‌ي دستگاه شما يکي باشد.	0	['فراموش', 'نکنيد', 'بازي', 'هاي', 'XBOX', 'داراي', 'قفل', 'منطقه\u200cاي', 'مي\u200cباشند', 'براي', 'اجرا', 'بايد', 'منطقه\u200cي', 'بازي', 'نظر', 'منطقه\u200cي', 'دستگاه', 'يکي']
7114	من خودم اين دستگاه را دارم و الآن 1 ساله دارم باهاش بازي مي کنم.	0	['اين', 'دستگاه', 'الآن', '1', 'ساله', 'باهاش', 'بازي', 'مي']
7115	اين دستگاه رنگ محيط بازي ها را بسيار بهتر از ps3 نشان داده اما در سايه هاي صورت کمي دچار مشکل شده و به صورت مربع مربع نشان مي دهد.	0	['اين', 'دستگاه', 'رنگ', 'محيط', 'بازي', 'بسيار', 'ps3', 'سايه', 'هاي', 'کمي', 'دچار', 'مشکل', 'مربع', 'مربع', 'مي']
7116	بازي هاي اين دستگاه بر روي DVD 9 مي باشد و به همين دليل بازي هاي کپي آن بر خلاف PS3 موجود مي باشد.	0	['بازي', 'هاي', 'اين', 'دستگاه', 'روي', 'DVD', '9', 'مي', 'همين', 'دليل', 'بازي', 'هاي', 'کپي', 'خلاف', 'PS3', 'موجود', 'مي']
7117	در کل من از اين دستگاه بسيار راضي هستم.	2	['اين', 'دستگاه', 'بسيار', 'راضي']
7118	ويبره دسته هاش هم از PS3 قوي تره اما دسته هاش شتاب سنج نداره.	0	['ويبره', 'دسته', 'هاش', 'PS3', 'قوي', 'تره', 'دسته', 'هاش', 'شتاب', 'سنج', 'نداره']
7119	مادربورد جاسپرش(Jasper) بهتر از بقيه مادريورد هاشه.	1	['مادربورد', 'جاسپرش', 'Jasper', 'بقيه', 'مادريورد', 'هاشه']
7120	"معرفي xbox360 
شايد بسياري از شما علاقه مندان به بازيهاي رايانه اي مالک يکي از چهل ميليون دستگاه xbox 360 در دنيا باشيد يا تجربه بازي با آن را داشته باشيد و يا اينکه حداقل وسوسه خريد آن تا مدتها ذهن شما را به خود مشغول کرده باشد!"	0	['معرفي', 'xbox', '360', 'شايد', 'بسياري', 'علاقه', 'مندان', 'بازيهاي', 'رايانه', 'اي', 'مالک', 'يکي', 'چهل', 'ميليون', 'دستگاه', 'xbox', '360', 'دنيا', 'باشيد', 'يا', 'تجربه', 'بازي', 'باشيد', 'يا', 'اينکه', 'وسوسه', 'خريد', 'مدتها', 'ذهن', 'مشغول', 'کرده_باشد', '!']
7121	در اين نقد و بررسي مي خواهيم با هم نگاهي تخصصي تر و البته واقع بينانه تر به xbox 360 بياندازيم و با بررسي معايب و مزايايي که در xbox 360 نهفته است گامي استوار تر براي خريد آن برداريم يا اگر صاحب يک xbox 360 هستيم به xbox خود افتخار کنيم.	1	['اين', 'نقد', 'بررسي', 'مي', 'خواهيم', 'نگاهي', 'تخصصي', 'واقع', 'بينانه', 'xbox', '360', 'بياندازيم', 'بررسي', 'معايب', 'مزايايي', 'xbox', '360', 'نهفته', 'گامي', 'استوار', 'براي', 'خريد', 'برداريم', 'يا', 'صاحب', 'يک', 'xbox', '360', 'هستيم', 'xbox', 'افتخار', 'کنيم']
7122	يا شايد هم در مقابل دارندگان ps3 شرمنده شويم!	-1	['يا', 'شايد', 'دارندگان', 'ps3', 'شرمنده', 'شويم', '!']
7123	بهتر است به پنج سال پيش برگرديم به روزي که مايکروسافت پرده از آخرين محصول مربوط به بازي هاي رايانه اي خود برداشت و طفل نوپاي خود را بطور رسمي در تاريخ 12 مه 2005 ،  در نمايشگاه سرگرمي هاي الکترونيکي (E3) به همگان معرفي نمود.	0	['سال', 'پيش', 'برگرديم', 'روزي', 'مايکروسافت', 'پرده', 'آخرين', 'محصول', 'مربوط', 'بازي', 'هاي', 'رايانه', 'اي', 'برداشت', 'طفل', 'نوپاي', 'رسمي', 'تاريخ', '12', 'مه', '2005', 'نمايشگاه', 'سرگرمي', 'هاي', 'الکترونيکي', 'E3', 'معرفي', 'نمود']
7124	در ابتدا تيم توسعه‌دهنده کنسول‌هاي بازي در شرکت مايکروسافت تصميم داشت کنسول XBOX ۳۶۰ را با نام زنون (Xenon) يا XBOX 2 به بازار معرفي کند،  اما شرکت مايکروسافت براي اين‌که طيف اثر گذاري اين محصول را بيشتر براي مردم نمايان کند،  نام ايکس‌باکس ۳۶۰را بر آن نهاد.	1	['ابتدا', 'تيم', 'توسعه\u200cدهنده', 'کنسول\u200cهاي', 'بازي', 'شرکت', 'مايکروسافت', 'تصميم', 'کنسول', 'XBOX', '۳۶۰', 'زنون', 'Xenon', 'يا', 'XBOX', '2', 'بازار', 'معرفي', 'شرکت', 'مايکروسافت', 'براي', 'اين\u200cکه', 'طيف', 'اثر', 'گذاري', 'اين', 'محصول', 'بيشتر', 'براي', 'نمايان', 'ايکس\u200cباکس', '۳۶۰', 'نهاد']
7125	عدد ۳۶۰ با توجه به لگوي رسمي کنسول مي‌تواند واحد درجه داشته باشد که مي‌خواهد مفهوم دربرگيرنده را براي کاربر خود القا کند.	0	['عدد', '۳۶۰', 'توجه', 'لگوي', 'رسمي', 'کنسول', 'مي\u200cتواند', 'واحد', 'درجه', 'داشته_باشد', 'مي\u200cخواهد', 'مفهوم', 'دربرگيرنده', 'براي', 'کاربر', 'القا']
7126	به اين معنا که کاربر خود را در مرکز دنياي ساختگي توسط اين کنسول حس خواهد کرد.	0	['اين', 'معنا', 'کاربر', 'مرکز', 'دنياي', 'ساختگي', 'اين', 'کنسول', 'حس', 'خواهد_کرد']
7127	xbox 360 تازه واردي بود که با همه حرف و حديث ها و تمام شايعات تا به امروز به حيات مقتدرانه خود ادامه داده و به گفته مايکروسافت با آمدن مدل باريک تر آن،  تا سال 2015 به حيات خود ادامه خواهد داد!	1	['xbox', '360', 'واردي', 'حرف', 'حديث', 'شايعات', 'حيات', 'مقتدرانه', 'ادامه', 'مايکروسافت', 'مدل', 'باريک', 'سال', '2015', 'حيات', 'ادامه', 'خواهد_داد', '!']
7128	در بدو ورود اولين xbox هاي 360 به بازار ايران همگام و هم زمان با سراسر دنيا و در غياب رقيبي چون ps3 براي آن چشمهاي زيادي محو تازگي و نو آوري هاي بکار رفته در آن بويژه دسته هاي بيسيم آن بود بدون اينکه صحبتي از اصطلاح سه چراغه و سرعت لود درايو دستگاه مطرح باشد تا اينکه کم کم چشم کاربر ايراني دستگاه به سه چراغ قرمز رنگ بجاي چراغ سبز پاور دستگاه روشن شد و همه چيزي که براي کاربر باقي مي ماند جعبه اي سفيد رنگ بود با نشان xbox که کار خاصي را انجام نمي داد!	1	['بدو', 'ورود', 'اولين', 'xbox', 'هاي', '360', 'بازار', 'ايران', 'همگام', 'دنيا', 'غياب', 'رقيبي', 'ps3', 'براي', 'چشمهاي', 'زيادي', 'محو', 'تازگي', 'نو', 'آوري', 'هاي', 'بويژه', 'دسته', 'هاي', 'بيسيم', 'اينکه', 'صحبتي', 'اصطلاح', 'سه', 'چراغه', 'سرعت', 'لود', 'درايو', 'دستگاه', 'مطرح', 'اينکه', 'چشم', 'کاربر', 'ايراني', 'دستگاه', 'سه', 'چراغ', 'قرمز', 'رنگ', 'بجاي', 'چراغ', 'سبز', 'پاور', 'دستگاه', 'روشن', 'چيزي', 'براي', 'کاربر', 'باقي', 'مي', 'ماند', 'جعبه', 'اي', 'سفيد', 'رنگ', 'xbox', 'کار', 'خاصي', 'نمي', '!']
7129	مايکروسافت مشکل سه چراغ شدن دستگاه را که به دليل داغ شدن بيش از بورد آن و جدا شدن پايه هاي gpu و cpu رخ مي داد با تغيير خط توليد خود و بکارگيري بورد فالکون و سپس جاسپر با توان مصرفي پايين تر پس از بورد اوليه بنام زفير تا حدودي حل کرد.	1	['مايکروسافت', 'مشکل', 'سه', 'چراغ', 'دستگاه', 'دليل', 'داغ', 'بيش', 'بورد', 'پايه', 'هاي', 'gpu', 'cpu', 'رخ', 'مي', 'تغيير', 'خط', 'توليد', 'بکارگيري', 'بورد', 'فالکون', 'جاسپر', 'مصرفي', 'پايين', 'بورد', 'اوليه', 'بنام', 'زفير', 'حدودي', 'حل']
7130	xbox 360 تا کنون در 4 مدل با خصوصيات ظاهري و متعلقات همراه متفاوت توليد و عرضه شده است، با معرفي انواع مدلهاي xbox 360 شايد ديگر بدون نگاه کردن به نام مدل از روي کارتن بتوانيد تشخيص دهيد با چه ايکس باکسي روبرو هستيد!	0	['xbox', '360', '4', 'مدل', 'خصوصيات', 'ظاهري', 'متعلقات', 'همراه', 'متفاوت', 'توليد', 'عرضه', 'شده_است', 'معرفي', 'انواع', 'مدلهاي', 'xbox', '360', 'شايد', 'ديگر', 'مدل', 'روي', 'کارتن', 'بتوانيد', 'تشخيص', 'دهيد', 'ايکس', 'باکسي', 'روبرو', 'هستيد', '!']
7131	xbox 360 core system قابل خريداري در تاريخ 22 نوامبر 2005 بدون فضاي ذخيره سازي بصورت هارد ديسک همراه دستگاه سفيد رنگ با ديسک درايو سفيد.	0	['xbox', '360', 'core', 'system', 'خريداري', 'تاريخ', '22', 'نوامبر', '2005', 'فضاي', 'ذخيره', 'سازي', 'بصورت', 'هارد', 'ديسک', 'همراه', 'دستگاه', 'سفيد', 'رنگ', 'ديسک', 'درايو', 'سفيد']
7132	بهمراه دسته هاي سيم دار!	0	['بهمراه', 'دسته', 'هاي', 'سيم', '!']
7133	premium اوليه عرضه شده هم زمان با مدل core داراي هارد 20 گيگ سفيد رنگ با درايو براق فلز نما.	0	['premium', 'اوليه', 'عرضه', 'مدل', 'core', 'داراي', 'هارد', '20', 'گيگ', 'سفيد', 'رنگ', 'درايو', 'براق', 'فلز', 'نما']
7134	premium با هارد 60 گيگ عرضه شده در اول دسامبر2007 داراي خروجي HDMI همراه با کابل شبکه و هدفون داخل کارتن (که البته هيچ گاه داخل کارتن هاي ايکس باکس هاي خريداري شده در ايران ديده نشد!	0	['premium', 'هارد', '60', 'گيگ', 'عرضه', 'دسامبر', '2007', 'داراي', 'خروجي', 'HDMI', 'همراه', 'کابل', 'شبکه', 'هدفون', 'کارتن', 'هيچ', 'کارتن', 'هاي', 'ايکس', 'باکس', 'هاي', 'خريداري', 'ايران', 'ديده', 'نشد', '!']
7135	arcade با 256 و 512 مگابايت حافظه بصورت onboard و مدل داراي کارت حافظه 256 مگابايتي همراه که اين مدل وارد ايران شد .	0	['arcade', '256', '512', 'مگابايت', 'حافظه', 'بصورت', 'onboard', 'مدل', 'داراي', 'کارت', 'حافظه', '256', 'مگابايتي', 'همراه', 'اين', 'مدل', 'وارد', 'ايران']
7136	در اکتبر 2007 به طور انبوه عرضه شد.	1	['اکتبر', '2007', 'انبوه', 'عرضه']
7137	سفيد رنگ با درايو سفيد.	0	['سفيد', 'رنگ', 'درايو', 'سفيد']
7138	elite با دو نوع هارد 120 و 250 گيگابايتي يکي آوريل 2007 و ديگري اکتبر 2009 عرضه شد،  مدل 2009 داراي دو دسته بيسيم علاوه بر رنگ سفيد داراي مدل مشکي رنگ با درايو براق.	0	['elite', 'هارد', '120', '250', 'گيگابايتي', 'يکي', 'آوريل', '2007', 'ديگري', 'اکتبر', '2009', 'عرضه', 'مدل', '2009', 'داراي', 'دسته', 'بيسيم', 'علاوه', 'رنگ', 'سفيد', 'داراي', 'مدل', 'مشکي', 'رنگ', 'درايو', 'براق']
7139	تمام پک‌ها دقيقا يک نوع کنسول و با قدرت کاملا يکساني را دارا هستند.	0	['پک\u200cها', 'دقيقا', 'يک', 'کنسول', 'قدرت', 'يکساني', 'دارا']
7140	تنها تفاوت آن‌ها در لوازم جانبي آن‌هاست (البته يک سري از آن‌ها داراي خروجي HDMI مي‌باشند که در مدل‌هاي ديگر وجود ندارد).	0	['تفاوت', 'لوازم', 'جانبي', 'آن\u200cهاست', 'يک', 'سري', 'داراي', 'خروجي', 'HDMI', 'مي\u200cباشند', 'مدل\u200cهاي', 'ديگر']
7141	تمام لوازمي که در پک Core و Arcade موجود نيستند را مي‌توان به صورت جداگانه خريداري نمود و به کنسول اضافه کرد.	0	['لوازمي', 'پک', 'Core', 'Arcade', 'موجود', 'نيستند', 'مي\u200cتوان', 'خريداري', 'نمود', 'کنسول', 'اضافه']
7142	کارت حافظه (Memory Card) در هيچ يک از مدل‌ها (به جز Arcade Pack ) موجود نيست و در صورت نياز بايد آنرا به صورت جداگانه تهيه کرد.	-1	['کارت', 'حافظه', 'Memory', 'Card', 'هيچ', 'يک', 'مدل\u200cها', 'Arcade', 'Pack', 'موجود', 'نيست', 'نياز', 'بايد', 'تهيه']
7143	در حال حاضر دو مدل کارت حافظه‌ي ۶۴ مگابايتي و ۵۱۲ مگابايتي براي اين کنسول موجود مي‌باشد.	0	['مدل', 'کارت', 'حافظه\u200cي', '۶۴', 'مگابايتي', '۵۱۲', 'مگابايتي', 'براي', 'اين', 'کنسول', 'موجود', 'مي\u200cباشد']
7144	"مشخصات دستگاه
1-دسته‌ي بازي در XBOX 360
کنسول XBOX 360 حداکثر ازچهار کنترلر بي‌سيم و سيم‌دار به صورت هم‌زمان پشتيباني مي‌کند."	0	['مشخصات', 'دستگاه', '1-دسته\u200cي', 'بازي', 'XBOX', '360', 'کنسول', 'XBOX', '360', 'ازچهار', 'کنترلر', 'بي\u200cسيم', 'سيم\u200cدار', 'هم\u200cزمان', 'پشتيباني', 'مي\u200cکند']
7145	کنترل‌هايي که به صورت سيمي به کنسول مرتبط مي‌شوند،  به وسيله‌ي سه کانکتور جلويي و يک کانکتور پشتي دستگاه به کنسول مرتبط شده‌اند.	0	['کنترل\u200cهايي', 'سيمي', 'کنسول', 'مرتبط', 'مي\u200cشوند', 'وسيله\u200cي', 'سه', 'کانکتور', 'جلويي', 'يک', 'کانکتور', 'پشتي', 'دستگاه', 'کنسول', 'مرتبط', 'شده\u200cاند']
7146	هم‌چنين کنسول XBOX 360 از صفحه کليد USB براي اتصال به دستگاه پشتيباني مي‌کند.	0	['هم\u200cچنين', 'کنسول', 'XBOX', '360', 'صفحه', 'کليد', 'USB', 'براي', 'اتصال', 'دستگاه', 'پشتيباني', 'مي\u200cکند']
7147	اما در اين حالت صفحه کليد بيش‌تر براي وارد کردن اطلاعات و متن کاربرد دارد و نمي توان از آن براي اجراي بازي استفاده کرد.	0	['اين', 'حالت', 'صفحه', 'کليد', 'بيش\u200cتر', 'براي', 'وارد', 'اطلاعات', 'متن', 'کاربرد', 'نمي', 'براي', 'اجراي', 'بازي']
7148	البته دسته‌ي بازي طراحي شده در اين کنسول از لحاظ طراحي شباهت فراواني به دسته‌ي بازي نوع S کنسول XBOX دارد.	0	['دسته\u200cي', 'بازي', 'طراحي', 'اين', 'کنسول', 'لحاظ', 'طراحي', 'شباهت', 'فراواني', 'دسته\u200cي', 'بازي', 'S', 'کنسول', 'XBOX']
7149	نوع سيم‌دار اين دسته نيز داراي سيمي به طول ۲/۴۷ متر است تا کاربر بتواند با فاصله‌ي مناسبي از تلويزيون قرار گيرد و به راحتي به بازي دلخواه خود بپردازد.	1	['سيم\u200cدار', 'اين', 'دسته', 'نيز', 'داراي', 'سيمي', 'طول', '۲/۴۷', 'متر', 'کاربر', 'فاصله\u200cي', 'مناسبي', 'تلويزيون', 'قرار', 'گيرد', 'راحتي', 'بازي', 'دلخواه', 'بپردازد']
7150	قابليت جالبي که در اين نوع گيم پد وجود دارد،  هماهنگي آن با تمام دستگاه‌هاي مجهز به USB و سيستم عامل ويندوز XP است که اين موضوع امکان استفاده از آن را روي کامپيوتر امکان پذير مي‌‌سازد.	1	['قابليت', 'جالبي', 'اين', 'گيم', 'پد', 'هماهنگي', 'دستگاه\u200cهاي', 'مجهز', 'USB', 'سيستم', 'عامل', 'ويندوز', 'XP', 'اين', 'موضوع', 'امکان', 'روي', 'کامپيوتر', 'امکان', 'پذير', 'مي\u200c\u200cسازد']
7151	نوع بي‌سيم اين دسته بازي نيز،  فاصله‌ي ۹ متر را با باتري AA از نوع NimH پشتيباني مي‌کند که اين فاصله براي يک دسته بازي بي‌سيم فاصله‌ي مناسبي است.	1	['بي\u200cسيم', 'اين', 'دسته', 'بازي', 'نيز', 'فاصله\u200cي', 'متر', 'باتري', 'AA', 'NimH', 'پشتيباني', 'مي\u200cکند', 'اين', 'فاصله', 'براي', 'يک', 'دسته', 'بازي', 'بي\u200cسيم', 'فاصله\u200cي', 'مناسبي']
7152	شرکت مايکروسافت براي آگاهي کاربر از فعال بودن دسته‌ي بي‌سيم،  قابليت جالبي را در کنسول ۳۶۰XBOX تعبيه کرده است.	1	['شرکت', 'مايکروسافت', 'براي', 'آگاهي', 'کاربر', 'فعال', 'دسته\u200cي', 'بي\u200cسيم', 'قابليت', 'جالبي', 'کنسول', '۳۶۰', 'XBOX', 'تعبيه', 'کرده_است']
7153	براي اين منظور در صورت اتصال دسته به کنسول XBOX360،  در اطراف دکمه‌ي پاور دستگاه،  چراغي روشن مي‌شود که به وسيله‌ي آن کاربر قادر خواهد بود از ارتباط ميان کنسول و دسته آگاه شود.	1	['براي', 'اين', 'منظور', 'اتصال', 'دسته', 'کنسول', 'XBOX', '360', 'اطراف', 'دکمه\u200cي', 'پاور', 'دستگاه', 'چراغي', 'روشن', 'مي\u200cشود', 'وسيله\u200cي', 'کاربر', 'قادر', 'خواهد_بود', 'ارتباط', 'ميان', 'کنسول', 'دسته', 'آگاه']
7154	همچنين در صورت کاهش توان باتري گيم پد بي سيم،  چراغ اطراف پاور به صورت چشمک‌ زن به کاربر هشدار خواهد داد.	1	['همچنين', 'کاهش', 'باتري', 'گيم', 'پد', 'بي', 'سيم', 'چراغ', 'اطراف', 'پاور', 'چشمک\u200c', 'زن', 'کاربر', 'هشدار', 'خواهد_داد']
7155	"2-امکانات کلي XBOX 360
• هاردديسک پرتابل ـ اين دستگاه به يک هاردديسک بيست گيگابايتي SATA مجهز مي‌باشد که امکان ذخيره‌ي بازي،  موسيقي و دموهاي مختلف را به کاربر مي ‌دهد."	1	['2-امکانات', 'کلي', 'XBOX', '360', '•', 'هاردديسک', 'پرتابل', 'ـ', 'اين', 'دستگاه', 'يک', 'هاردديسک', 'بيست', 'گيگابايتي', 'SATA', 'مجهز', 'مي\u200cباشد', 'امکان', 'ذخيره\u200cي', 'بازي', 'موسيقي', 'دموهاي', 'کاربر', 'مي', '\u200cدهد']
7156	۱۴ گيگابايت از فضاي اين هاردديسک براي کاربر قابل استفاده است،  زيرا حدود ۶ گيگابايت از فضاي اين هارد ديسک توسط نرم افزار و امکانات جانبي موجود در کنسول استفاده شده است.	0	['۱۴', 'گيگابايت', 'فضاي', 'اين', 'هاردديسک', 'براي', 'کاربر', 'زيرا', 'گيگابايت', 'فضاي', 'اين', 'هارد', 'ديسک', 'نرم', 'افزار', 'امکانات', 'جانبي', 'موجود', 'کنسول', 'شده_است']
7157	• کارت حافظه ـ وجود يک کارت حافظه‌ي ۶۴ مگابايتي،  امکان انتقال ذخيره‌ي بازي را به کاربر مي‌دهد.	0	['•', 'کارت', 'حافظه', 'ـ', 'يک', 'کارت', 'حافظه\u200cي', '۶۴', 'مگابايتي', 'امکان', 'انتقال', 'ذخيره\u200cي', 'بازي', 'کاربر', 'مي\u200cدهد']
7158	با وجود اين کارت حافظه،  کاربر قادر است پروفايل خود را از کنسولي به کنسول ديگر انتقال دهد و بدون کوچک‌ترين مشکلي،  بازي خود را در يک کنسول ديگر ادامه دهد.	1	['اين', 'کارت', 'حافظه', 'کاربر', 'قادر', 'پروفايل', 'کنسولي', 'کنسول', 'ديگر', 'انتقال', 'کوچک\u200cترين', 'مشکلي', 'بازي', 'يک', 'کنسول', 'ديگر', 'ادامه']
7159	ضمن اينکه هم اکنون حافظه‌هاي جديدي با ظرفيت ۲۵۶ مگابايت به بازار عرضه شده که از سرعت و قابليت‌هاي بالاتري نسبت به اين نوع حافظه‌ها برخوردار هستند.	0	['اينکه', 'حافظه\u200cهاي', 'جديدي', 'ظرفيت', '۲۵۶', 'مگابايت', 'بازار', 'عرضه', 'سرعت', 'قابليت\u200cهاي', 'بالاتري', 'نسبت', 'اين', 'حافظه\u200cها']
7160	• کارت شبکه بي سيم ـ وجود کارت شبکه بي‌سيم با قابليت پشتيباني از انواع فرمت‌هاي انتقال داده در شبکه،  امکان ارتباط کنسول XBOX 360 را با انواع شبکه‌هاي بي‌سيم مهيا مي ‌کند.	1	['•', 'کارت', 'شبکه', 'بي', 'سيم', 'ـ', 'کارت', 'شبکه', 'بي\u200cسيم', 'قابليت', 'پشتيباني', 'انواع', 'فرمت\u200cهاي', 'انتقال', 'شبکه', 'امکان', 'ارتباط', 'کنسول', 'XBOX', '360', 'انواع', 'شبکه\u200cهاي', 'بي\u200cسيم', 'مهيا', 'مي', '\u200cکند']
7161	البته اين کارت شبکه به صورت مجزا و با قيمتي حدود ۹۰ هزار تومان به فروش مي‌رسد.	0	['اين', 'کارت', 'شبکه', 'مجزا', 'قيمتي', '۹۰', 'تومان', 'فروش', 'مي\u200cرسد']
7162	• گوشي ـ وجود گوشي به کاربر امکان مي‌دهد هنگامي که با مشخصه‌ي XBOX Live با ديگر دوستان خود در حال بازي است،  بتواند به طور همزمان با آن‌ها صحبت کند.	1	['•', 'گوشي', 'ـ', 'گوشي', 'کاربر', 'امکان', 'مي\u200cدهد', 'هنگامي', 'مشخصه\u200cي', 'XBOX', 'Live', 'ديگر', 'دوستان', 'بازي', 'صحبت']
7163	اين گوشي در کنسول XBOX 360 به کانکتوري که در زير دسته‌ي بازي قرار دارد،  وصل مي‌شود و اين مساله امکان استفاده‌ي سريع از اين وسيله را فراهم مي‌کند.	1	['اين', 'گوشي', 'کنسول', 'XBOX', '360', 'کانکتوري', 'زير', 'دسته\u200cي', 'بازي', 'قرار', 'وصل', 'مي\u200cشود', 'اين', 'مساله', 'امکان', 'استفاده\u200cي', 'سريع', 'اين', 'وسيله', 'فراهم', 'مي\u200cکند']
7164	• کنترل چند رسانه جهاني ـ اين وسيله در شنيدن موسيقي و پخش DVD کاربرد فراواني دارد.	1	['•', 'کنترل', 'رسانه', 'جهاني', 'ـ', 'اين', 'وسيله', 'شنيدن', 'موسيقي', 'پخش', 'DVD', 'کاربرد', 'فراواني']
7165	اين کنترل از نسخه‌ي اوليه‌ي آن که در کنسول XBOX 360 نسخه‌ي Premium وجود داشت، بزرگ ‌تر است و از لحاظ امکانات و قابليت‌ها، از نسخه‌ي قبلي خود کامل‌ تر است و اين مساله استفاده‌ي آن را در کاربردهاي مختلف افزايش مي‌دهد.	1	['اين', 'کنترل', 'نسخه\u200cي', 'اوليه\u200cي', 'کنسول', 'XBOX', '360', 'نسخه\u200cي', 'Premium', '\u200cتر', 'لحاظ', 'امکانات', 'قابليت\u200cها', 'نسخه\u200cي', 'قبلي', 'کامل\u200c', 'اين', 'مساله', 'استفاده\u200cي', 'کاربردهاي', 'افزايش', 'مي\u200cدهد']
