Keywords	Targets	Text	Value
[]	[]	اين موضوع در اينده  مشخص خواهد شد اما احتما برد ايسوس بيشتره.	0
[{'Position': ['52', '57'], 'Value': '+', 'Text': 'رواني'}, {'Position': ['87', '90'], 'Value': '-', 'Text': 'هنگ'}, {'Position': ['91', '96'], 'Value': '-', 'Text': 'نکرده'}, {'Position': ['125', '132'], 'Value': '+', 'Text': 'قدرتمند'}]	[{'Position': ['115', '124'], 'Value': '', 'Text': 'سخت افزار', 'RelationText': 'سخت افزار', 'Opinions': [{'Position': ['125', '132'], 'Value': '+', 'Text': 'قدرتمند'}]}]	در موضوع اجرا بازي هاي سنگين بايد بگم که در هردو به رواني اجرا مي شوند در ايپد هيچ وقت هنگ نکرده در ايسوس هم بخاطر سخت افزار قدرتمند هنگ نخواهد کرد اما اگر به دنبال تنوع در بازي ها هستيد من به شما  ايسوس را پيشنهاد ميکنم اما اگه به دنبال بهترين تبلت دنيا هستي بي شک Asus Transformer Pad Infinity شما را ناراحت نخواهد کرد	+1
[{'Position': ['121', '127'], 'Value': '-', 'Text': 'بيهوده'}]	[]	سلام به کاربران و طرفداران آندرويد اول از همه بايد يک نکته کلي رو اشاره کنم که قياس تبلتهاي آندرويدي با آيپد اپل ، قياسي بيهوده است.	-1
[]	[]	اين فقط به نظر شخصي افراد بر ميگرده که با چه سيستم عاملي حال ميکنن !	0
[]	[]	پس به جاي اين حرفها براي ما کاربران و دوستدارن آندرويد بهتره که تبلتهاي آندرويدي رو با هم مقايسه کنيم تا گزينه ي بهتر را انتخاب کنيم.	0
[]	[]	من هم اينفينتي ايسوس داشتم هم گلکسي نوت 10.1 (دارم).	0
[{'Position': ['51', '57'], 'Value': '', 'Text': 'بالاتر'}, {'Position': ['145', '149'], 'Value': '', 'Text': 'مهمه'}]	[]	يک تفاوتي که بين اين تبلتها خيلي به چشم مياد کيفيت بالاتر صفحه ي نمايش و بدنه ي اينفينيتي هست که براي کساني که به ظاهر تبلتشون بها ميدن اين نکته مهمه.	0
[]	[]	وزنشون خيلي فرقي نداره (2 گرم اينفينتي سبک تره  )در مورد دوربين حرفي ندارم چون هر دو براي من يکي هستند، به نظره من کسي براي دوربين نميره تبلت بخره !	0
[]	[]	کار اصلي تبلت چيزهاي ديگه هست !	0
[{'Position': ['34', '38'], 'Value': '+', 'Text': 'بهتر'}]	[]	ولي خوب دوربين اينفينيتي يه مقدار بهتر بود.	+1
[]	[]	در بررسي تخصصي اين دو تبلت و انجام تستهاي بنچمارک روي هردوشون،  گالاکسي نوت 10.1 بهتر عمل کرد.	0
[]	[]	دليلش به سخت افزار بهينه تر برميگرده.	0
[{'Position': ['0', '4'], 'Value': '', 'Text': 'شايد'}, {'Position': ['108', '116'], 'Value': '-', 'Text': 'ضعيف تر '}]	[]	شايد در ظاهر فرکانس سي پي يو تگرا 3 اينفينيتي بالاتر باشه ولي همانند اچ تي سي وان ايکس در عمل از اکسينوس  4 ضعيف تر عمل ميکنه.	-1
[]	[]	Mali-400 نيز در عمل از Tegra 3 نتايج بهتري ارائه داده.	0
[]	[]	ميتونيد يا خودتون تست بنچمارک بگيريد يا سايتها رو چک  کنيد.	0
[]	[]	رم 2 گيگ گالاکسي نوت 10.1 نيز دست شما رو براي اجراي همزمان چندين برنامه و بازي و .	0
[]	[]	(Multitasking) باز ميزاره علاوه بر اينکه در بهبود عملکرد کلي سيستم هم نقش بسزايي داره.	0
[]	[]	چيزي که خيلي نوت 10.1 رو دوست داشتني ميکنه قلم حرارتي اون هست که جون ميده براي کساني که با نوشتن سروکار دارن مثله دانشجوها، خبرنگاران ،  پزشکان و ..	0
[]	[]	من به شخصه به عنوان يک دانشجو از گلکسي نوت 10.1 بسيار راضي هستم.	0
[{'Position': ['39', '46'], 'Value': '+', 'Text': 'کاربردي'}, {'Position': ['28', '33'], 'Value': '', 'Text': 'بسيار'}, {'Position': ['0', '8'], 'Value': '', 'Text': 'با اينکه'}, {'Position': ['51', '54'], 'Value': '', 'Text': 'ولي'}]	[{'Position': ['9', '15'], 'Value': '', 'Text': 'کيبورد', 'RelationText': 'کيبورد', 'Opinions': [{'Position': ['39', '46'], 'Value': '+', 'Text': 'کاربردي'}]}]	با اينکه کيبورد اينفنيتي هم بسيار برام کاربردي بود ولي قلم نوت 10.1 اون رو به مانند يک جزوه و نوشته ي هميشه همراه تبديل کرده و يه چيزه ديگست !	0
[]	[]	در مورد کارکرد باطري من خيلي تفاوتي نديدم.	0
[{'Position': ['0', '3'], 'Value': '', 'Text': 'ولي'}, {'Position': ['56', '62'], 'Value': '', 'Text': 'بيشتري'}]	[]	ولي خوب اينفينتي هنگامي که به داک کيبوردش وصله مدت زمان بيشتري باطري نگه ميداره.	+1
[]	[]	اسپيکرهاي استريوي گلکسي نوت 10.1 به مراتب صداي با کيفيت تري از اسپيکرهاي اينفينيتي دارن.	0
[{'Position': ['44', '50'], 'Value': '-', 'Text': 'نداشتن'}, {'Position': ['2', '9'], 'Value': '', 'Text': 'مهمترين'}]	[]	و مهمترين دليلي که من اينفينيتي رو عوض کردم نداشتن قابليت استفاده از سيم کارت بود.	-1
[]	[]	(قابل توجه دوستان مدل 3G اينفينيتي دو هسته اي هست که اون رو از رده چهار هسته اي ها خارج ميکنه)اين در حاليست که گلکسي نوت 10.1 نه تنها سيم کارت ساپورت ميکنه بلکه ميتونيد باهاش تماس تلفني (و تصويري با سيم کارت رايتل) داشته باشيد که براي يک تبلت قابليت خيلي خوبيه.	0
[]	[]	در نهايت اميدوارم اين نقد منصفانه و براي شما عزيزان کاربردي بوده باشه تا بهترين انتخاب رو داشته باشيد.	0
[]	[]	در اين نقد مي خواهيم به بررسي تبلت هاي چهار هسته اي بپردازيم.	0
[]	[]	بيشتر کاربران بر اين عقيده هستند که چهار هسته هنوز کاربرد زيادي ندارد.	0
[]	[]	به هر حال اول سخت افزار به وجود مي آيد و بعد نرم افزار و با زياد شدن تبلت هاي چهار هسته اي مي توان گفت که دوره چهار هسته اي ها شروع شده.	0
[{'Position': ['57', '62'], 'Value': '', 'Text': 'زيادي'}]	[]	کمپاني asus با توليد سري هاي prime, nexus و infinity نقش زيادي در توليد تبلت هاي چهار هسته اي داشته است.	+1
[]	[]	تبلت هاي Acer Iconia Tab A700Huawei MediaPad 10 FHDSamsung Galaxy Note 10.1Sony Xperia Tabletو .	0
[]	[]	نيز ديگر تبلت هاي چهار هسته اي هستند که همه آنان به غير از galaxy note 10.1 از پردازنده tegra3 بهره مند هستند.	0
[{'Position': ['73', '84'], 'Value': '+', 'Text': 'بسيار مناسب'}]	[]	اگر به دنبال تبلت 7 اينچي ارزان قيمت هستيد asus google nexus 7 و ZTE T98 بسيار مناسب هستند.	+1
[]	[]	nexus 7 با پردازنده 4 هسته اي با فرکانس 1.3 گيگاهرتز و ZTE T98 باز هم با پردازنده 4 هسته اي ولي اين بار با فرکانس 1.5 گيگاهرتز  يک رقيب  ديگر به شمار مي آيند.	0
[]	[]	البته به عقيده خيلي ها (از جمله خودم) تبلت هاي 7 اينچي کوچک هستند و 9 يا 10 اينچ کاربرد بيشتري دارد.	0
[]	[]	بنابراين به نقد تبلت هاي بزرگ تر مي پردازيم.	0
[]	[]	Iconia Tab A700،   سري infinity و تبلت Huawei MediaPad 10 FHD همگي با صفحه نمايش 10 اينچي و رزولوشن فول اچ دي کاربرد زيادي داشته که در بين آن ها تبلت acer از همه ارزان تر است.	0
[]	[]	galaxy note 10.1 با اين که صفحه نمايش 10 اينچي داشته اين بار هم مانند سري galaxy tab به همان رزولوشن اچ دي بسنده کرده است و تنها مزيتي که نسبت به ديگر تبلت ها داشته رم 2 گيگابايتي آن است.	0
[]	[]	البته تبلت Huawei MediaPad 10 FHD نيز از رم 2 گيگابايتي بهره مي برد.	0
[]	[]	با تشکر.	0
[]	[]	با سلام خدمت همه ي دوستان عزيز.	0
[{'Position': ['68', '75'], 'Value': '+', 'Text': 'مي ارزه'}]	[]	من اين تبلت رو يک ماهي ميشه خريدم از همه لحاظ نسبت به تبليغي که شده مي ارزه .	+1
[{'Position': ['21', '26'], 'Value': '', 'Text': 'واقعا'}]	[]	تمام مشخصاتي که داره واقعا همان گونه هستش.	+1
[{'Position': ['106', '108'], 'Value': '-', 'Text': 'خش'}, {'Position': ['14', '18'], 'Value': '', 'Text': 'ادعا'}, {'Position': ['0', '3'], 'Value': '', 'Text': 'ولي'}, {'Position': ['52', '56'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['41', '46'], 'Value': '+', 'Text': 'ضد خش'}]	[]	ولي اينطور که ادعا شده بدنه ي الومينيومي ضد خش داره نيست چون راحت با استفاده ي روزمره اگه مواظب نباشي روش خش ميفته.	-1
[]	[]	و اينکه ايراد ديگري به جز اون نتونستم بگيرم.	0
[]	[]	از لحاظ کيفيت اسکرين و تراکم پيکسلي ان واقعا چيزي کمتر از ايپد جديد ندارد.	0
[{'Position': ['13', '17'], 'Value': '+', 'Text': 'عالي'}]	[{'Position': ['0', '12'], 'Value': '', 'Text': 'کيفيت دوربين', 'RelationText': 'کيفيت دوربين', 'Opinions': [{'Position': ['13', '17'], 'Value': '+', 'Text': 'عالي'}]}]	کيفيت دوربين عالي.	+2
[{'Position': ['5', '9'], 'Value': '+', 'Text': 'عالي'}, {'Position': ['19', '37'], 'Value': '+', 'Text': 'فوق العاده قدرتمند'}, {'Position': ['83', '95'], 'Value': '-', 'Text': 'يه کم پايينه'}, {'Position': ['98', '110'], 'Value': '-', 'Text': 'تو ذوق ميزنه'}, {'Position': ['39', '42'], 'Value': '', 'Text': 'ولي'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'سرعت', 'RelationText': 'سرعت', 'Opinions': [{'Position': ['5', '9'], 'Value': '+', 'Text': 'عالي'}]}, {'Position': ['10', '18'], 'Value': '', 'Text': 'پردازنده', 'RelationText': 'پردازنده', 'Opinions': [{'Position': ['19', '37'], 'Value': '+', 'Text': 'فوق العاده قدرتمند'}]}, {'Position': ['43', '59'], 'Value': '', 'Text': 'کيفيت دوربين جلو', 'RelationText': 'کيفيت دوربين جلو', 'Opinions': [{'Position': ['83', '95'], 'Value': '-', 'Text': 'يه کم پايينه'}]}]	سرعت عالي پردازنده فوق العاده قدرتمند, ولي کيفيت دوربين جلو نسبت به کيفيت خود تبلت يه کم پايينه و تو ذوق ميزنه.	+1
[{'Position': ['177', '185'], 'Value': '-', 'Text': 'متاسفانه'}, {'Position': ['190', '196'], 'Value': '-', 'Text': 'نميکنه'}, {'Position': ['205', '210'], 'Value': '-', 'Text': 'نميشه'}]	[]	و يه مشکل ديگه که من بهش برخوردم اينه که وقتي ميخواي با جي پي اس تبلت اب و هوا رو لود کني و محلي که هستم رو به صورت خودکار همراه با اب و هوا مثل ساير گوشيها يا تبلت ها نشون بده متاسفانه لود نميکنه و انجام نميشه.	-1
[]	[]	هر وقت هم محل جغرافيايي رو دستي وارد کني که اب و هوا رو لود کنه يه بار نشون ميده چند بار کلا نشون نميده من که نفهميدم مشکل کجاست.	0
[]	[]	تنها تبلتي  که در تمام زمينه ها حرفي براي گفتن دارد اين تبلت است(تا زمان ارائه).	0
[{'Position': ['262', '266'], 'Value': '+', 'Text': 'روشن'}, {'Position': ['34', '42'], 'Value': '+', 'Text': 'ماندگاري'}]	[]	سخت افزار به کار برده شده نشان از ماندگاري در بين رده بالا هاي بازار تا مدت ها دارد ،  با آمدن غول هاي ويندوز 8 نيز اين تبلت همچنان توان مقاومت خواهد داشت و حتي به گفته ي بسياري از توسعه دهندگان امکان بوت شدن دو os براي اين سخت افزار موجود مي باشد ،  و آينده اي روشن براي اين تبلت متصور است!	+1
[{'Position': ['52', '60'], 'Value': '+', 'Text': 'حيرت آور'}, {'Position': ['76', '80'], 'Value': '+', 'Text': 'خوبي'}, {'Position': ['0', '7'], 'Value': '+', 'Text': 'استحکام'}]	[{'Position': ['10', '16'], 'Value': '', 'Text': 'ديزاين', 'RelationText': 'طراحی', 'Opinions': [{'Position': ['52', '60'], 'Value': '+', 'Text': 'حيرت آور'}]}]	استحکام و ديزاين آن حتي زماني که به داک مجهز مي شود حيرت آور است و کاربر حس خوبي را درک مي کند!	+1
[{'Position': ['19', '33'], 'Value': '+', 'Text': 'بسيار قدرتمندي'}]	[{'Position': ['12', '18'], 'Value': '', 'Text': 'دوربين', 'RelationText': 'دوربين', 'Opinions': [{'Position': ['19', '33'], 'Value': '+', 'Text': 'بسيار قدرتمندي'}]}]	به درستي که دوربين بسيار قدرتمندي شرکت asus بر روي آن تعبيه کرده است ،  فيلم برداري full HD با ترکيب  رنگ هاي بسيار عميق و اغوا کننده (تنها در شرايط نور کم کمي از قدرت اين دوربين حين فيلم برداري کاسته مي شود و فلاش قدرت زيادي ندارد) ،  در مقوله عکس برداري هم شما با اين تبلت کمبودي حس نخواهيد کرد.	+1
[{'Position': ['75', '84'], 'Value': '+', 'Text': 'شاخص ترين'}]	[]	يکي از پرچم داران بازار در زمينه صفحه نمايش بي شک infinity tf700 است و اين شاخص ترين آيتمي است که کاربريه تبلت را معني مي بخشد.	+1
[]	[]	کافيست در آن ويدئو با کيفيت full HD تماشا کنيد خود درک خواهيد کرد که چه فاصله اي بين اين تبلت با بزرگان بازار وجود دارد مگر اينکه تبلت هايي با توان اجراي 4K بيايند تا پرچم يکه تازي را از اين تبلت بگيرند!	0
[{'Position': ['57', '62'], 'Value': '+', 'Text': 'آسوده'}, {'Position': ['134', '137'], 'Value': '+', 'Text': 'لذت'}]	[]	با يک بار شارژ کامل اين تبلت و داک آن مي توانيد با خيالي آسوده به ماجراجوئي در دل طبيعت برويد و از تعطيلات آخر هفته به همراه اين تبلت لذت ببريد.	+1
[{'Position': ['5', '11'], 'Value': '-', 'Text': 'ايرادي'}, {'Position': ['0', '4'], 'Value': '', 'Text': 'تنها'}, {'Position': ['65', '68'], 'Value': '', 'Text': 'ولي'}]	[]	تنها ايرادي که به اين تبلت وارد است نبود قابليت نصب سيم کارت است ولي به نظر مي رسد که اين ايراد با تعريف کاربريه تبلت و گوشي همراه از بين خواهد رفت!	+1
[{'Position': ['95', '98'], 'Value': '+', 'Text': 'لذت'}, {'Position': ['81', '86'], 'Value': '+', 'Text': 'شيرين'}, {'Position': ['266', '273'], 'Value': '+', 'Text': 'بي نياز'}]	[]	در نهايت ظرفيت ذخيره سازي آن است که شما را تا مدت ها براي ثبت و ذخيره سازي لحظات شيرين زندگي و لذت بردن از مولتي مديا هاي گوناگون و البته تواناييه share آنها با کمک روش هاي متنوع ارتباطي مثل کارت حافظه ،  درگاه استاندارد usb و بلوتوث به صورت آني و در هر مکان و زمان بي نياز خواهد کرد.	+1
[]	[]	کافيه بدونيد که ارزون ترين تبلت وکوم سينتيک در بازار ،  بيش از دو ميليون تومن قيمت داره ،  ضمن اينکه حجم زيادي داره و حتماً هم بايد يک سيستم درست و حسابي رو با خودتون همراه داشته باشد.	0
[]	[]	اين در حاليه که خيلي از توانايي هاي وکوم سينتيک رو ميشه با قلم با حساسيت 1024 سطح فشار اين دستگاه که اونم بصورت اختصاصي توسط وکوم ساخته شده رو ،  بصورت قابل حمل با خودتون داشته باشيد.	0
[]	[]	کافيه که يک طراح چيره دست باشيد و بجاي حمل مقدار زيادي کاغذ ،  ماژيک و لوازم طراحي که معمولاً من به شخصه اگه بخوام حملش کنم ،  چيزي حدود 5 کيلو گرم ميشه،  رو جايگزين کنيد با اين تبلت.	0
[{'Position': ['48', '54'], 'Value': '+', 'Text': 'بهترين'}]	[]	همچنين براي دانشجوياني که مقاله و جزوه مينويسند بهترين گزينه هستش.	+1
[]	[]	چونکه کلي کتاب رو ميشه توش جا داد.	0
[]	[]	از عکسهاي کتاب هاي ديگر توي نرم افزار آفيس اون استفاده کرد ،  همزمان جزوه نويسي کرد و مطالب رو بصورت مولتي مديا به اشتراک گذاشت.	0
[]	[]	در مورد تماس هاي تلفني هم ساعت هاي مچي اي ارائه شده که سيستم اندرويد دارند و يک نمونه از اون رو شرکت سوني ارائه داده که ميتونيد بدون درآوردن تبلت از کيفتون ،  پيام هاي ارسالي رو مطالعه کنيد ،  شماره بگيريد ،  موسيقي مورد نظرتون رو روي تبلت کنترل کنيد و..	0
[{'Position': ['128', '132'], 'Value': '+', 'Text': 'عالي'}, {'Position': ['140', '145'], 'Value': '+', 'Text': 'راحتي'}, {'Position': ['146', '150'], 'Value': '+', 'Text': 'ميشه'}]	[]	اگه کمي هم جستجو بکنيد ،  ميتونيد هدست بلوتوث استريوي سامسونگ رو هم پيدا کنيد که ديگه جواب دادن تلفن و گوش کردن موسيقي با کيفيت عالي هم کار راحتي ميشه.	+1
[{'Position': ['95', '98'], 'Value': '+', 'Text': 'سبک'}, {'Position': ['101', '107'], 'Value': '+', 'Text': 'کارآمد'}]	[{'Position': ['76', '85'], 'Value': '', 'Text': 'سخت افزار', 'RelationText': 'سخت افزار', 'Opinions': [{'Position': ['95', '98'], 'Value': '+', 'Text': 'سبک'}, {'Position': ['101', '107'], 'Value': '+', 'Text': 'کارآمد'}]}]	شما با نصب برنامه اسکچ بوک موبايل و يا اسکچ بوک پرو روي اين تبلت ميتونيد يک سخت افزار 583 گرمي سبک و کارآمد رو در امر طراحي با خودتون هميشه همراه داشته باشيد.	+1
[]	[]	( اگه هميشه يک لبتاپ 2.5 کيلويي با مخلفاتش روي کولتون باشه ميفهميد که حذف حداقل 2 کيلو در اثباب و لوازم شما چقدر در سلامت شما و خسته نشدنتون ميتونه تاثير گذار باشه)	0
[{'Position': ['9', '13'], 'Value': '-', 'Text': 'عيبي'}, {'Position': ['0', '8'], 'Value': '', 'Text': 'بزرگترين'}, {'Position': ['56', '59'], 'Value': '-', 'Text': 'عدم'}, {'Position': ['60', '66'], 'Value': '+', 'Text': 'مقاومت'}]	[]	بزرگترين عيبي که من پس از خريد اين تبلت با آن مواجه شدم عدم مقاومت صفحه نمايش در برابر خش است.	-1
[{'Position': ['63', '69'], 'Value': '-', 'Text': 'خش هاي'}]	[]	در هفته اول به دليل قرار گرفتن گوشي موبايلم روي اين تبلت متوجه خش هاي ريز روي آن شدم.	0
[{'Position': ['86', '91'], 'Value': '-', 'Text': 'ندارد'}]	[]	در تبليغات اين تبلت از مقاومت بالاي صفحه در برابر خش صحبت شده بود که از نظر من واقعيت ندارد.	-1
[{'Position': ['52', '61'], 'Value': '+', 'Text': 'خيلي عالي'}, {'Position': ['64', '76'], 'Value': '+', 'Text': 'بسيار بالاتر'}]	[{'Position': ['8', '19'], 'Value': '', 'Text': 'کيفيت نمايش', 'RelationText': 'کيفيت نمايش', 'Opinions': [{'Position': ['52', '61'], 'Value': '+', 'Text': 'خيلي عالي'}, {'Position': ['64', '76'], 'Value': '+', 'Text': 'بسيار بالاتر'}]}, {'Position': ['22', '40'], 'Value': '', 'Text': 'روشنايي صفحه نمايش', 'RelationText': 'روشنايي صفحه نمايش', 'Opinions': [{'Position': ['52', '61'], 'Value': '+', 'Text': 'خيلي عالي'}, {'Position': ['64', '76'], 'Value': '+', 'Text': 'بسيار بالاتر'}]}]	در خصوص کيفيت نمايش و روشنايي صفحه نمايش بايد بگويم خيلي عالي و بسيار بالاتر از ipad 4 است.	+2
[{'Position': ['10', '20'], 'Value': '+', 'Text': 'بسيار بالا'}, {'Position': ['42', '47'], 'Value': '+', 'Text': 'مناسب'}]	[{'Position': ['0', '9'], 'Value': '', 'Text': 'سرعت اجرا', 'RelationText': 'سرعت اجرا', 'Opinions': [{'Position': ['10', '20'], 'Value': '+', 'Text': 'بسيار بالا'}]}, {'Position': ['27', '37'], 'Value': '', 'Text': 'مصرف باتري', 'RelationText': 'مصرف باتري', 'Opinions': [{'Position': ['42', '47'], 'Value': '+', 'Text': 'مناسب'}]}]	سرعت اجرا بسيار بالا است و مصرف باتري نيز مناسب است.	+2
[]	[]	فقط دقت نماييد برخي از بازيهاي داراي ديتا براي اين تبلت قابل اجرا نيستند و حتماً بايد از بازيهايي استفاده کنيد که داراي ديتاي tegra 3 باشند.	0
[{'Position': ['21', '29'], 'Value': '+', 'Text': 'خيلي خوب'}]	[{'Position': ['0', '10'], 'Value': '', 'Text': 'کيفيت بدنه', 'RelationText': 'کيفيت بدنه', 'Opinions': [{'Position': ['21', '29'], 'Value': '+', 'Text': 'خيلي خوب'}]}]	کيفيت بدنه فلزي تبلت خيلي خوب است.	+2
[]	[]	هيچ لک و اثر انگشتي در پشت تبلت برجاي نمي ماند.	0
[]	[]	در پايان اگر بخواهم به شما توصيه کنم که بين تبلت هاي اندرويدي و ipad يکي را انتخاب کنيد صرف نظر از سخت افزار قدرتمند تبلت هاي ايسوس حتماً به شما پيشنهاد ميکنم ipad بخريد.	0
[]	[]	علت اصلي اين مساله به خاطر سيستم عامل iOS است.	0
[]	[]	شما مشکلات عدم اجراي بازيها و مسائلي همچون ديتا را در تبلت هاي IPAD نداريد.	0
[]	[]	کافيست دستگاه را جيلبريک نموده و به ITUNES متصل کنيد.	0
[]	[]	هر برنامه و بازي که خواستيد با خيال راحت بريزيد و از اجراي آن مطمئن هستيد.	0
[]	[]	دوستان خواهش ميکنم تا اخر نقد با من باشيد.	0
[]	[]	من ميخواهم با يک سري مقايسه انتخاب را به عهده ي خودتان بزارم ولي به پيشنهاد من هم گوش کنيد.	0
[{'Position': ['32', '36'], 'Value': '+', 'Text': 'خوبي'}, {'Position': ['15', '20'], 'Value': '', 'Text': 'واقعا'}, {'Position': ['42', '45'], 'Value': '', 'Text': 'ولي'}, {'Position': ['46', '49'], 'Value': '', 'Text': 'آيا'}]	[{'Position': ['21', '31'], 'Value': '', 'Text': 'سخت افزاره', 'RelationText': 'سخت افزار', 'Opinions': [{'Position': ['32', '36'], 'Value': '+', 'Text': 'خوبي'}]}]	تبلت جديد اسوس واقعا سخت افزاره خوبي داره ولي آيا واقعا اين سخت افزار به درد همچين تبلتي ميخوره.	+1
[]	[]	بله با تبلت هايي که داره مياد حتما به دردش ميخوره و برا اينکه از تبلت هاي جديد اندرويدي عقب نمونه بايد استانداردهاشو بالا مي برد.	0
[{'Position': ['76', '82'], 'Value': '+', 'Text': 'بالاتر'}]	[{'Position': ['71', '75'], 'Value': '', 'Text': 'سرعت', 'RelationText': 'سرعت پردازنده', 'Opinions': [{'Position': ['76', '82'], 'Value': '+', 'Text': 'بالاتر'}]}]	به نظر من چيزي که در اين تبلت خود نمايي ميکنه صفحه نمايشfull HD  است و سرعت بالاتر پردازنده.	+1
[]	[]	سيستم عامل محصولات اپل بازي ها و برنامه هاي فوق العاده اي داره و اندرويد هم همينطور اما شايد اندرويد با اومدن سيستم عامل ويندوز از ياد بره اما سيستم عامل اپل هميشه يک سيستم عامل محبوب خواهد ماند.	0
[]	[]	ايپد صفحه نمايش بهتري دارد که اولين استاندارد براي يک تبلت محسوب مي شود فکر نکنيد پردازنده ايپد ضعيف تره بخاطر اين که شما با همين پردازنده ميتونيد بازي ها وبرنامه هاي فوق العاده اي اجرا کنيد.	0
[]	[]	البته ايپد4G دارد که بدرد ما نمي خورد با اپديتي که داره واسه سيستم عامل اپل ارائه ميشه شما دوباره لذت واقعي را خواهيد برد.	0
[]	[]	اگر قيمت ايپد جديد را زياد ميدانيد منتظر ايپد ميني باشيد شايد همين روزها نقد وبررسي اين تبلت را از ديجي کالا ببينيد.	0
[]	[]	هردو تبلت شما را نا اميد نخواهد گذاشت اما پيشنهاد من به شما ايپد جديد است.	0
[]	[]	شما شرکتي را انتخاب کنيد که 70 درصد سهم تبلت ها را به خود اختصاص داده است	0
[{'Position': ['209', '214'], 'Value': '', 'Text': 'واقعا'}, {'Position': ['215', '222'], 'Value': '-', 'Text': 'پشيمونه'}, {'Position': ['272', '278'], 'Value': '+', 'Text': 'قوي تر'}, {'Position': ['284', '287'], 'Value': '', 'Text': 'ولي'}]	[{'Position': ['261', '271'], 'Value': '', 'Text': 'سخت افزاري', 'RelationText': 'سخت افزار', 'Opinions': [{'Position': ['272', '278'], 'Value': '+', 'Text': 'قوي تر'}]}]	مي دونم اين نقد مقداري طولاني هست ولي لطفا بخونيدش تا بهترين را انتخاب کنيد پردازنده و نرم افزار ها:همونطور که مي دونيد اين تبلت داراي پردازنده ي 4 هسته اي استمن خودم ايپد دارم و خواهرم هم اين تبلت را خريده و واقعا پشيمونه که ايپد نخريده ممکنه اين تبلت از لحاظ سخت افزاري قوي تر باشه ولي به خاطر وجود سيستم عامل اندرويد 4 هسته ي اين به اندازه ي 1 هسته ي ايپد هم کاربرد نداره با ايپد کوچکترين تيکي وجود نداره حتي در حين بازي کردن بازي هاي Full HD ولي TF700T با وجود پردازنده 4 هسته اي مقداري تيک مي زند يک چيزي هم هست که از اون 4 هسته ي پردازنده ات بايد استفاده کني بازي هاي سيستم عامل ios چندين برابر اندرويد هم از نظر کيفيت و هم از نظر تعداد هستند بازي هاي سيستم عامل اندرويد اصلا با ios قابل مقيسه نيست اگه باورتون نمي شه يک ايپد و يک تبلت اندرويدي گير بياريد و به app store اپل و aundroid market اندرويد يک نگاهي بندازيد همه ي بازي هاي app store تو ايران کرک شده اش پيدا مي شه و خيلي راحت و بدون هيچ هزينه اي مي تونيد تو ايپدتون بريزيدش بلوتوث:ايپد فقط يک بدي داشت که از بلوتوث ان فقط براي فرستادن فايل به يک محصول ديگر اپل مي شد استفاده کرد ولي اين مشکل در ios 6 که قرار است اخر شهريور بيايد حل مي شود و خيلي راحت مي تواني فايل هاتون را share کنيد.	0
[]	[]	سرعت فرستادن اطلاعات در ايپد بيشتر است چون نسخه بلوتوث 4 است دوربين:دوربين اين تبلت 8mgp است ولي کيفيت دوربين به اين نيست بلکه به لنز ان است.	0
[]	[]	من با هر دو امتحاد کردم و ايپد بهتر است مخصوصا وقتي در جايي با نور کم عکس مي گيريد اختلاف کاملا مشخص استو در فيلم برداري واقعا ايپد کيفيت بهتري داره کيفيت صفحه:کيفيت صفحه ي ايپد فوق العاده است.	0
[{'Position': ['13', '22'], 'Value': '+', 'Text': 'خيلي خوبه'}, {'Position': ['23', '26'], 'Value': '', 'Text': 'ولي'}]	[{'Position': ['0', '5'], 'Value': '', 'Text': 'کيفيت', 'RelationText': 'کيفيت', 'Opinions': [{'Position': ['13', '22'], 'Value': '+', 'Text': 'خيلي خوبه'}]}]	کيفيت TF700T خيلي خوبه ولي مال new ipad يک چيز ديگه است و براي تماشاي فيلم عاليه.	-1
[]	[]	با ريختن نرم افزار هايي مثل av player مي توانيد تمام فرمت ها را با اون اجرا کنيد در صورتي که داخل اندرويد بعضي فرمت ها اجرا نمي شود.	0
[]	[]	نرم افزار game center:اگه يک بار از اين نرم افزار استفاده کنيد عاشقش مي شويد.	0
[]	[]	با اين نرم افزار مي تونيد با دوستاتون انلاين بازي کنيد و يا رکورد هاتون را share کنيد و با بقيه رقابت کنيد ولي همچين امکاني را در اندرويد نداريم.	0
[{'Position': ['68', '75'], 'Value': '+', 'Text': 'بلند تر'}, {'Position': ['34', '37'], 'Value': '', 'Text': 'ولي'}, {'Position': ['55', '61'], 'Value': '', 'Text': 'مقداري'}]	[{'Position': ['62', '67'], 'Value': '', 'Text': 'صدايش', 'RelationText': 'صدا', 'Opinions': [{'Position': ['68', '75'], 'Value': '+', 'Text': 'بلند تر'}]}]	کيفيت صدا:کيفيت صدا ي هر دو عاليه ولي TF700T به نظر من مقداري صدايش بلند تر است ولي اصلا محسوس نيست و اختلاف خيلي کمه ولي کيفيت صدا در ايپد کمي بهتره.	-1
